market,market_key,zip_code,keyword,google_url,zillow_url,avg_assignment_fee
"St. Louis, MO",st_louis,63103,as-is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22as-is%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22as-is%22%7D,25000
"St. Louis, MO",st_louis,63103,as is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22as%20is%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22as%20is%22%7D,25000
"St. Louis, MO",st_louis,63103,investor special,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22investor%20special%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22investor%20special%22%7D,25000
"St. Louis, MO",st_louis,63103,distressed,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22distressed%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22distressed%22%7D,25000
"St. Louis, MO",st_louis,63103,cash only,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22cash%20only%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22cash%20only%22%7D,25000
"St. Louis, MO",st_louis,63103,motivated seller,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22motivated%20seller%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22motivated%20seller%22%7D,25000
"St. Louis, MO",st_louis,63103,estate sale,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22estate%20sale%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22estate%20sale%22%7D,25000
"St. Louis, MO",st_louis,63103,probate,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22probate%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22probate%22%7D,25000
"St. Louis, MO",st_louis,63103,bank owned,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22bank%20owned%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22bank%20owned%22%7D,25000
"St. Louis, MO",st_louis,63103,foreclosure,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22foreclosure%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22foreclosure%22%7D,25000
"St. Louis, MO",st_louis,63103,REO,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22REO%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22REO%22%7D,25000
"St. Louis, MO",st_louis,63103,needs work,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22needs%20work%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20work%22%7D,25000
"St. Louis, MO",st_louis,63103,needs repair,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22needs%20repair%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20repair%22%7D,25000
"St. Louis, MO",st_louis,63103,damaged,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22damaged%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22damaged%22%7D,25000
"St. Louis, MO",st_louis,63103,fire damage,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22fire%20damage%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22fire%20damage%22%7D,25000
"St. Louis, MO",st_louis,63103,water damage,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22water%20damage%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22water%20damage%22%7D,25000
"St. Louis, MO",st_louis,63103,mold,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22mold%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22mold%22%7D,25000
"St. Louis, MO",st_louis,63103,code violation,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22code%20violation%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22code%20violation%22%7D,25000
"St. Louis, MO",st_louis,63103,tax lien,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22tax%20lien%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22tax%20lien%22%7D,25000
"St. Louis, MO",st_louis,63103,vacant,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22vacant%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22vacant%22%7D,25000
"St. Louis, MO",st_louis,63103,abandoned,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22abandoned%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22abandoned%22%7D,25000
"St. Louis, MO",st_louis,63103,below market,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22below%20market%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22below%20market%22%7D,25000
"St. Louis, MO",st_louis,63103,must sell,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22must%20sell%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22must%20sell%22%7D,25000
"St. Louis, MO",st_louis,63103,price reduced,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22price%20reduced%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22price%20reduced%22%7D,25000
"St. Louis, MO",st_louis,63103,bring all offers,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22bring%20all%20offers%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22bring%20all%20offers%22%7D,25000
"St. Louis, MO",st_louis,63103,fixer,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22fixer%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22fixer%22%7D,25000
"St. Louis, MO",st_louis,63103,rehab,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22rehab%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22rehab%22%7D,25000
"St. Louis, MO",st_louis,63103,tear down,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22tear%20down%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22tear%20down%22%7D,25000
"St. Louis, MO",st_louis,63103,lot value,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22lot%20value%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22lot%20value%22%7D,25000
"St. Louis, MO",st_louis,63103,land value,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063103%20%22land%20value%22,https://www.zillow.com/homes/63103_rb/?searchQueryState=%7B%22keyword%22%3A%22land%20value%22%7D,25000
"St. Louis, MO",st_louis,63106,fixer upper,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22fixer%20upper%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22fixer%20upper%22%7D,25000
"St. Louis, MO",st_louis,63106,handyman special,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22handyman%20special%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22handyman%20special%22%7D,25000
"St. Louis, MO",st_louis,63106,needs TLC,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22needs%20TLC%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20TLC%22%7D,25000
"St. Louis, MO",st_louis,63106,as-is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22as-is%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22as-is%22%7D,25000
"St. Louis, MO",st_louis,63106,as is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22as%20is%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22as%20is%22%7D,25000
"St. Louis, MO",st_louis,63106,investor special,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22investor%20special%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22investor%20special%22%7D,25000
"St. Louis, MO",st_louis,63106,distressed,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22distressed%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22distressed%22%7D,25000
"St. Louis, MO",st_louis,63106,cash only,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22cash%20only%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22cash%20only%22%7D,25000
"St. Louis, MO",st_louis,63106,motivated seller,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22motivated%20seller%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22motivated%20seller%22%7D,25000
"St. Louis, MO",st_louis,63106,estate sale,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22estate%20sale%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22estate%20sale%22%7D,25000
"St. Louis, MO",st_louis,63106,probate,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22probate%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22probate%22%7D,25000
"St. Louis, MO",st_louis,63106,bank owned,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22bank%20owned%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22bank%20owned%22%7D,25000
"St. Louis, MO",st_louis,63106,foreclosure,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22foreclosure%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22foreclosure%22%7D,25000
"St. Louis, MO",st_louis,63106,REO,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22REO%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22REO%22%7D,25000
"St. Louis, MO",st_louis,63106,needs work,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22needs%20work%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20work%22%7D,25000
"St. Louis, MO",st_louis,63106,needs repair,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22needs%20repair%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20repair%22%7D,25000
"St. Louis, MO",st_louis,63106,damaged,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22damaged%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22damaged%22%7D,25000
"St. Louis, MO",st_louis,63106,fire damage,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22fire%20damage%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22fire%20damage%22%7D,25000
"St. Louis, MO",st_louis,63106,water damage,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22water%20damage%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22water%20damage%22%7D,25000
"St. Louis, MO",st_louis,63106,mold,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22mold%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22mold%22%7D,25000
"St. Louis, MO",st_louis,63106,code violation,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22code%20violation%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22code%20violation%22%7D,25000
"St. Louis, MO",st_louis,63106,tax lien,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22tax%20lien%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22tax%20lien%22%7D,25000
"St. Louis, MO",st_louis,63106,vacant,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22vacant%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22vacant%22%7D,25000
"St. Louis, MO",st_louis,63106,abandoned,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22abandoned%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22abandoned%22%7D,25000
"St. Louis, MO",st_louis,63106,below market,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22below%20market%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22below%20market%22%7D,25000
"St. Louis, MO",st_louis,63106,must sell,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22must%20sell%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22must%20sell%22%7D,25000
"St. Louis, MO",st_louis,63106,price reduced,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22price%20reduced%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22price%20reduced%22%7D,25000
"St. Louis, MO",st_louis,63106,bring all offers,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22bring%20all%20offers%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22bring%20all%20offers%22%7D,25000
"St. Louis, MO",st_louis,63106,fixer,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22fixer%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22fixer%22%7D,25000
"St. Louis, MO",st_louis,63106,rehab,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22rehab%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22rehab%22%7D,25000
"St. Louis, MO",st_louis,63106,tear down,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22tear%20down%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22tear%20down%22%7D,25000
"St. Louis, MO",st_louis,63106,lot value,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22lot%20value%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22lot%20value%22%7D,25000
"St. Louis, MO",st_louis,63106,land value,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063106%20%22land%20value%22,https://www.zillow.com/homes/63106_rb/?searchQueryState=%7B%22keyword%22%3A%22land%20value%22%7D,25000
"St. Louis, MO",st_louis,63107,fixer upper,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22fixer%20upper%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22fixer%20upper%22%7D,25000
"St. Louis, MO",st_louis,63107,handyman special,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22handyman%20special%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22handyman%20special%22%7D,25000
"St. Louis, MO",st_louis,63107,needs TLC,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22needs%20TLC%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20TLC%22%7D,25000
"St. Louis, MO",st_louis,63107,as-is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22as-is%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22as-is%22%7D,25000
"St. Louis, MO",st_louis,63107,as is,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22as%20is%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22as%20is%22%7D,25000
"St. Louis, MO",st_louis,63107,investor special,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22investor%20special%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22investor%20special%22%7D,25000
"St. Louis, MO",st_louis,63107,distressed,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22distressed%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22distressed%22%7D,25000
"St. Louis, MO",st_louis,63107,cash only,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22cash%20only%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22cash%20only%22%7D,25000
"St. Louis, MO",st_louis,63107,motivated seller,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22motivated%20seller%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22motivated%20seller%22%7D,25000
"St. Louis, MO",st_louis,63107,estate sale,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22estate%20sale%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22estate%20sale%22%7D,25000
"St. Louis, MO",st_louis,63107,probate,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22probate%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22probate%22%7D,25000
"St. Louis, MO",st_louis,63107,bank owned,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22bank%20owned%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22bank%20owned%22%7D,25000
"St. Louis, MO",st_louis,63107,foreclosure,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22foreclosure%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22foreclosure%22%7D,25000
"St. Louis, MO",st_louis,63107,REO,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22REO%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22REO%22%7D,25000
"St. Louis, MO",st_louis,63107,needs work,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22needs%20work%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20work%22%7D,25000
"St. Louis, MO",st_louis,63107,needs repair,https://www.google.com/search?q=site%3Azillow.com/homedetails/%2063107%20%22needs%20repair%22,https://www.zillow.com/homes/63107_rb/?searchQueryState=%7B%22keyword%22%3A%22needs%20repair%22%7D,25000
