address,city,state,zip_code,source,source_url,keyword,market_key,motivation_score,skip_trace_urls,outreach_sms
Zillow listing in 63112,St. Louis,MO,63112,zillow_keyword,https://www.zillow.com/homes/63112_rb/?searchQueryState=%7B%22keyword%22%3A%22infill%20lot%22%7D,infill lot,st_louis,15,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2063112&citystatezip=St.%20Louis%2C%20MO', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-63112_st. louis-mo', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-63112/St. Louis-MO', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2063112%20St.%20Louis%2C%20MO', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2063112%20St.%20Louis%2C%20MO', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2063112+St.%20Louis%2C%20MO+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2063112+St.%20Louis%2C%20MO+email', 'county_assessor': 'https://www.google.com/search?q=St.%20Louis%2C%20MO+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=St.%20Louis%2C%20MO+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2063112&citystatezip=St.%20Louis%2C%20MO'}",
Zillow listing in 30317,Atlanta,GA,30317,zillow_keyword,https://www.zillow.com/homes/30317_rb/?searchQueryState=%7B%22keyword%22%3A%22tear%20down%22%7D,tear down,atlanta,12,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2030317&citystatezip=Atlanta%2C%20GA', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-30317_atlanta-ga', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-30317/Atlanta-GA', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2030317%20Atlanta%2C%20GA', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2030317%20Atlanta%2C%20GA', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2030317+Atlanta%2C%20GA+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2030317+Atlanta%2C%20GA+email', 'county_assessor': 'https://www.google.com/search?q=Atlanta%2C%20GA+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Atlanta%2C%20GA+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2030317&citystatezip=Atlanta%2C%20GA'}",
Zillow listing in 30354,Atlanta,GA,30354,zillow_keyword,https://www.zillow.com/homes/30354_rb/?searchQueryState=%7B%22keyword%22%3A%22probate%22%7D,probate,atlanta,12,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2030354&citystatezip=Atlanta%2C%20GA', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-30354_atlanta-ga', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-30354/Atlanta-GA', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2030354%20Atlanta%2C%20GA', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2030354%20Atlanta%2C%20GA', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2030354+Atlanta%2C%20GA+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2030354+Atlanta%2C%20GA+email', 'county_assessor': 'https://www.google.com/search?q=Atlanta%2C%20GA+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Atlanta%2C%20GA+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2030354&citystatezip=Atlanta%2C%20GA'}",
Zillow listing in 28205,Charlotte / Raleigh,NC,28205,zillow_keyword,https://www.zillow.com/homes/28205_rb/?searchQueryState=%7B%22keyword%22%3A%22bring%20all%20offers%22%7D,bring all offers,charlotte,12,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2028205&citystatezip=Charlotte%20/%20Raleigh%2C%20NC', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-28205_charlotte / raleigh-nc', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-28205/Charlotte / Raleigh-NC', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2028205%20Charlotte%20/%20Raleigh%2C%20NC', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2028205%20Charlotte%20/%20Raleigh%2C%20NC', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2028205+Charlotte%20/%20Raleigh%2C%20NC+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2028205+Charlotte%20/%20Raleigh%2C%20NC+email', 'county_assessor': 'https://www.google.com/search?q=Charlotte%20/%20Raleigh%2C%20NC+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Charlotte%20/%20Raleigh%2C%20NC+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2028205&citystatezip=Charlotte%20/%20Raleigh%2C%20NC'}",
Zillow listing in 75203,Dallas-Fort Worth,TX,75203,zillow_keyword,https://www.zillow.com/homes/75203_rb/?searchQueryState=%7B%22keyword%22%3A%22tear%20down%22%7D,tear down,dallas,10,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2075203&citystatezip=Dallas-Fort%20Worth%2C%20TX', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-75203_dallas-fort worth-tx', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-75203/Dallas-Fort Worth-TX', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2075203%20Dallas-Fort%20Worth%2C%20TX', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2075203%20Dallas-Fort%20Worth%2C%20TX', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075203+Dallas-Fort%20Worth%2C%20TX+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075203+Dallas-Fort%20Worth%2C%20TX+email', 'county_assessor': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2075203&citystatezip=Dallas-Fort%20Worth%2C%20TX'}",
Zillow listing in 76106,Dallas-Fort Worth,TX,76106,zillow_keyword,https://www.zillow.com/homes/76106_rb/?searchQueryState=%7B%22keyword%22%3A%22infill%20lot%22%7D,infill lot,dallas,10,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2076106&citystatezip=Dallas-Fort%20Worth%2C%20TX', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-76106_dallas-fort worth-tx', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-76106/Dallas-Fort Worth-TX', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2076106%20Dallas-Fort%20Worth%2C%20TX', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2076106%20Dallas-Fort%20Worth%2C%20TX', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2076106+Dallas-Fort%20Worth%2C%20TX+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2076106+Dallas-Fort%20Worth%2C%20TX+email', 'county_assessor': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2076106&citystatezip=Dallas-Fort%20Worth%2C%20TX'}",
Zillow listing in 75216,Dallas-Fort Worth,TX,75216,zillow_keyword,https://www.zillow.com/homes/75216_rb/?searchQueryState=%7B%22keyword%22%3A%22zoned%20multi-family%22%7D,zoned multi-family,dallas,10,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2075216&citystatezip=Dallas-Fort%20Worth%2C%20TX', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-75216_dallas-fort worth-tx', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-75216/Dallas-Fort Worth-TX', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2075216%20Dallas-Fort%20Worth%2C%20TX', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2075216%20Dallas-Fort%20Worth%2C%20TX', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075216+Dallas-Fort%20Worth%2C%20TX+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075216+Dallas-Fort%20Worth%2C%20TX+email', 'county_assessor': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2075216&citystatezip=Dallas-Fort%20Worth%2C%20TX'}",
Zillow listing in 75217,Dallas-Fort Worth,TX,75217,zillow_keyword,https://www.zillow.com/homes/75217_rb/?searchQueryState=%7B%22keyword%22%3A%22price%20reduced%22%7D,price reduced,dallas,10,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2075217&citystatezip=Dallas-Fort%20Worth%2C%20TX', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-75217_dallas-fort worth-tx', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-75217/Dallas-Fort Worth-TX', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2075217%20Dallas-Fort%20Worth%2C%20TX', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2075217%20Dallas-Fort%20Worth%2C%20TX', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075217+Dallas-Fort%20Worth%2C%20TX+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2075217+Dallas-Fort%20Worth%2C%20TX+email', 'county_assessor': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Dallas-Fort%20Worth%2C%20TX+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2075217&citystatezip=Dallas-Fort%20Worth%2C%20TX'}",
Zillow listing in 44102,Cleveland,OH,44102,zillow_keyword,https://www.zillow.com/homes/44102_rb/?searchQueryState=%7B%22keyword%22%3A%22estate%20sale%22%7D,estate sale,cleveland,5,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2044102&citystatezip=Cleveland%2C%20OH', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-44102_cleveland-oh', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-44102/Cleveland-OH', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2044102%20Cleveland%2C%20OH', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2044102%20Cleveland%2C%20OH', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2044102+Cleveland%2C%20OH+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2044102+Cleveland%2C%20OH+email', 'county_assessor': 'https://www.google.com/search?q=Cleveland%2C%20OH+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Cleveland%2C%20OH+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2044102&citystatezip=Cleveland%2C%20OH'}",
Zillow listing in 33605,Jacksonville / Tampa,FL,33605,zillow_keyword,https://www.zillow.com/homes/33605_rb/?searchQueryState=%7B%22keyword%22%3A%22lot%20for%20sale%22%7D,lot for sale,jacksonville,5,"{'truepeoplesearch': 'https://www.truepeoplesearch.com/results?name=Owner%20at%20Zillow%20listing%20in%2033605&citystatezip=Jacksonville%20/%20Tampa%2C%20FL', 'fastpeoplesearch': 'https://www.fastpeoplesearch.com/name/owner-at-zillow-listing-in-33605_jacksonville / tampa-fl', 'whitepages': 'https://www.whitepages.com/name/Owner-at-Zillow-listing-in-33605/Jacksonville / Tampa-FL', 'facebook': 'https://www.facebook.com/search/people/?q=Owner%20at%20Zillow%20listing%20in%2033605%20Jacksonville%20/%20Tampa%2C%20FL', 'linkedin': 'https://www.linkedin.com/search/results/people/?keywords=Owner%20at%20Zillow%20listing%20in%2033605%20Jacksonville%20/%20Tampa%2C%20FL', 'google_phone': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2033605+Jacksonville%20/%20Tampa%2C%20FL+phone+number', 'google_email': 'https://www.google.com/search?q=Owner%20at%20Zillow%20listing%20in%2033605+Jacksonville%20/%20Tampa%2C%20FL+email', 'county_assessor': 'https://www.google.com/search?q=Jacksonville%20/%20Tampa%2C%20FL+county+assessor+property+records', 'voter_records': 'https://www.google.com/search?q=Jacksonville%20/%20Tampa%2C%20FL+voter+registration+lookup', 'reverse_address': 'https://www.truepeoplesearch.com/results?streetaddress=Zillow%20listing%20in%2033605&citystatezip=Jacksonville%20/%20Tampa%2C%20FL'}",
